"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"63837305818972160","","","","","2011-04-29 05:29:34 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","Good point. ""Your taste is why your own work disappoints you"" http://j.mp/esm1it"
"63557634413957120","","","","","2011-04-28 10:58:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""Rules are what the artist breaks; the memorable never emerged from a formula."" William Bernbach"
"63502610006683648","","","","","2011-04-28 07:19:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Ooops, I .???????????????????????????????????? your screen, sorry :) (via @annejimi @IsmaelBurciaga @2biazdk)"
"63464691078406145","","","","","2011-04-28 04:48:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Took my sons skateboard to the train today. I can't even do an ollie but it was fun. #deralteskater"
"63461498688778242","","","","","2011-04-28 04:36:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","?@loic: Delicious saved by @chad_hurley ! You rock, Chad! http://t.co/Kz1xvaC? we're saved","http://ping.fm/dhEbz"
"63170400976257024","63144358655967232","131200261","","","2011-04-27 09:19:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dk_twop_1000 my first was May 15?"
"63169504582184960","63163726328627200","14588634","","","2011-04-27 09:15:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@allanpaulsen @dk_twop_1000 tak :)"
"63150697432100865","63094525823959040","35242323","","","2011-04-27 08:01:14 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PerOleLind uden tvivl, men jeg tror Natasha har fundet en, ellers h?rer du fra hende"
"62903449448218625","62903326366380032","17555799","","","2011-04-26 15:38:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mosgaard velbekomme :)"
"62900199579844608","62899923422674944","17555799","","","2011-04-26 15:25:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mosgaard kan vi tage den over det gode gamle medie telefonen? :)?Jeg er p? 22172868"
