"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"119314417308532736","","","","","2011-09-29 07:35:48 +0000","<a href=""http://www.localmind.com/"" rel=""nofollow"">Localmind</a>","I answered this question via @Localmind: Is Kafferiet crowded? http://t.co/57gAtkqh","http://lcl.md/qPlZS4"
"119283444713922560","","","","","2011-09-29 05:32:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do I get out?"
"119154939011403777","","","","","2011-09-28 21:02:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?for two dollars i will call your friend or enemy or boss or whoever and pretend to be a turtle for up to two minutes? #wtf turtlecalls.com"
"119004048337801216","119000481107415040","9750352","","","2011-09-28 11:02:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ronnierocket og bonus er vel at viden s?tter sig bedre n?r man skriver"
"119003853994733569","119003384920551425","112769664","","","2011-09-28 11:01:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@RiskContainment I'm a Tumblr dude, but yeah, I s?h?o?u?l?d? will blog :)"
"118998126949445632","","","","","2011-09-28 10:38:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I should blog more. Instead of writing the same recommendations to various people I could link to a blog post."
"118766546456817664","","","118766395197620224","69600209","2011-09-27 19:18:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Carhartt_Wip_DK: FLOTTE FARVER i Elmegade, og FRI FRAGT i webshoppen resten af September. Det g?r st?rkt med vinterjakkerne, t?r du  ..."
"118657850393374720","","","","","2011-09-27 12:06:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Very cool signup process for Route 53 from @awscloud. I just spoke with a computer on the phone."
"118622759642345472","","","","","2011-09-27 09:47:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I really like the way @mongolab is helping me learn @mongodb. http://t.co/6q4ahuHu","http://twitpic.com/6rby08"
"118596878928576512","","","","","2011-09-27 08:04:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Delicious have redesigned and relaunched I guess: http://t.co/O2ZmZKAA Looks great.","http://www.delicious.com/"
"118323647827017729","118323427047243777","54527464","","","2011-09-26 13:58:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@AnnaSBJ m? det v?re i Rungsted?"
